,Unnamed: 0,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,GrLivArea,Bedroom,Kitchen,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,BsmtBath,Bath,2Materials,MSZoning_RL,MSZoning_RM,Alley_No,LotShape_Reg,LotShape_IR1,LandContour_Lvl,LotConfig_Inside,LotConfig_Corner,LandSlope_Gtl,Condition1_Norm,BldgType_1Fam,HouseStyle_1Story,HouseStyle_2Story,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior2nd_VinylSd,Exterior2nd_MetalSd,Exterior2nd_HdBoard,MasVnrType_None,MasVnrType_BrkFace,Foundation_PConc,Foundation_CBlock,BsmtExposure_No,BsmtExposure_Av,Heating_GasA,Electrical_SBrkr,GarageType_Attchd,GarageType_Detchd,PavedDrive_Y,MiscFeature_No,SaleType_WD,SaleCondition_Normal,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSSubClass_150,Clusterlabel,SalePrice
1300,1342,3,4.248495242049359,9.145908511816792,2,1,2,1,1,197200.0,3,2,4,8,5,2002,2002,2,3,2,2,5.010635294096256,4,3,3,4,3,1,1,0.0,1,0.0,7.158513997329321,7.158513997329321,3,5,1,3,6.786716950605081,7.6824824465345065,3,0.6931471805599453,4,7,8,1,4,2,2002.0,2,647,3,3,3,5.2626901889048865,4.477336814478207,0.0,0.0,0.0,0,2,8,2007,2,1,0.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.339295865674437
1301,1343,3,4.060443010546419,8.930494185292178,2,1,1,1,1,200624.0,3,2,2,6,6,1928,1950,2,1,2,1,0.0,3,3,1,3,3,1,1,0.0,1,0.0,6.799055862058796,6.799055862058796,3,4,1,3,6.60934924316738,7.5569505720129,3,0.6931471805599453,3,9,8,1,3,1,1929.0,1,342,2,2,3,0.0,0.0,0.0,0.0,0.0,0,2,3,2009,2,1,0.0,1.5,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.08391066125752
1302,1344,3,4.4543472962535064,9.315060682746584,2,2,2,1,1,197200.0,3,2,4,7,5,2006,2006,2,3,2,1,0.0,4,3,3,4,3,1,1,0.0,1,0.0,6.591673732008657,6.591673732008657,3,5,1,3,6.591673732008657,7.284134806195206,3,0.6931471805599453,4,8,8,1,3,2,2006.0,3,440,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,7,2007,3,2,0.0,2.5,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.956559451195819
1303,1345,2,3.9318256327243257,8.699681400989514,2,1,2,1,1,118250.0,3,2,3,4,4,1920,1950,3,4,2,1,0.0,3,3,3,3,3,1,5,5.525452939131784,1,0.0,6.5666724298032415,6.8679744089702925,3,4,1,2,0.0,6.8679744089702925,2,0.6931471805599453,2,5,8,0,0,1,1997.0,1,308,3,3,3,0.0,0.0,5.1298987149230735,0.0,0.0,0,2,7,2007,2,1,0.0,1.0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11.594514668510039
1304,1346,3,4.248495242049359,9.941842506412591,2,2,2,2,1,182900.0,4,2,3,7,7,1968,2003,3,1,2,1,0.0,3,3,1,3,3,1,4,5.697093486505405,3,4.23410650459726,7.093404625868766,7.358193752733032,3,3,1,3,0.0,7.676473646389157,3,0.6931471805599453,3,9,8,1,4,2,1968.0,2,508,4,3,3,0.0,4.394449154672439,0.0,5.673323267171493,0.0,0,2,6,2006,2,1,0.0,2.0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.47801017053037
1305,1347,3,4.543294782270004,9.636065519091707,2,2,4,1,1,228475.0,3,2,3,8,5,2006,2007,2,3,2,3,4.61512051684126,4,3,3,5,3,3,6,4.394449154672439,1,0.0,7.410347097821023,7.457609289715606,3,5,1,3,0.0,7.482681828154651,3,0.6931471805599453,4,7,8,1,4,2,2006.0,3,712,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,5,2007,3,2,1.0,2.0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.554840409959793
1306,1348,3,4.248495242049359,9.692581318886397,2,2,3,1,1,184900.0,3,2,3,7,5,1998,1998,2,3,2,1,0.0,4,3,3,4,3,3,6,7.275172319452771,1,0.0,3.688879454113936,7.301822342137933,3,5,1,3,0.0,7.309881485824786,3,0.6931471805599453,4,5,8,1,2,2,1998.0,2,514,3,3,3,5.998936561946683,3.258096538021482,0.0,0.0,0.0,0,2,8,2007,2,1,1.0,2.0,0,1,0,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.278397958261776
1307,1350,3,4.5217885770490405,9.362546304865514,2,1,2,1,1,141000.0,1,1,4,5,5,1969,1969,2,4,2,2,5.910796644040527,3,3,1,3,3,1,2,6.2166061010848646,1,0.0,6.618738983517219,7.130098510125578,3,3,1,3,7.167809184316443,7.876638460975464,6,1.0986122886681098,3,12,8,0,0,1,1969.0,1,968,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,8,2009,2,1,1.5,3.0,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,12.206077645517675
1308,1351,3,4.262679877041316,9.13216259091216,2,2,2,1,1,141000.0,3,2,4,6,6,1962,1962,2,4,2,2,5.7651911027848435,3,3,1,3,3,1,3,5.768320995793773,1,0.0,6.29156913955832,6.755768921984255,3,5,1,3,6.755768921984255,7.448333860897477,4,0.6931471805599453,3,8,8,1,4,2,1962.0,3,490,3,3,3,0.0,4.442651256490317,0.0,0.0,4.795790545596741,0,2,3,2008,2,1,0.0,1.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,12.049424683420913
1309,1352,2,3.9318256327243257,8.699681400989514,2,1,2,1,1,127000.0,3,2,2,6,9,1937,2000,2,4,2,1,0.0,4,3,1,3,3,1,1,0.0,1,0.0,6.549650742233809,6.549650742233809,3,3,1,3,5.968707559985366,7.0707241072602764,2,0.6931471805599453,3,4,8,0,0,1,1999.0,1,624,3,3,1,5.351858133476067,0.0,0.0,0.0,0.0,0,2,7,2009,2,1,0.0,1.0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11.812296455066814
1310,1353,3,4.043051267834549,9.597030324758013,2,2,2,2,1,301500.0,3,2,2,8,5,1995,1996,3,3,2,2,6.363028103540465,4,3,3,4,3,2,6,6.705639094860003,1,0.0,7.1049654482698426,7.617759576608505,3,5,1,3,7.07834157955767,8.08301991917133,4,0.6931471805599453,4,9,8,1,5,2,1996.0,3,666,3,3,3,5.648974238161206,4.465908118654584,0.0,0.0,0.0,0,2,3,2010,2,1,1.0,2.5,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.923914877701904
1311,1354,3,4.248495242049359,9.241548299100376,2,2,2,1,1,197200.0,3,2,4,7,5,2000,2000,2,3,2,1,0.0,4,3,3,4,3,1,6,6.601230118728878,1,0.0,5.552959584921617,6.900730664045173,3,5,1,3,6.773080375655535,7.531552381407289,3,0.6931471805599453,4,7,8,1,3,2,2000.0,2,839,3,3,3,0.0,5.220355825078324,0.0,0.0,0.0,0,2,6,2008,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.367345048436393
1312,1355,3,4.634728988229637,9.229456489168413,2,2,2,1,1,182900.0,3,2,3,7,6,1968,1992,2,4,2,2,4.969813299576002,3,3,1,3,3,1,1,0.0,1,0.0,6.3473892096560105,6.3473892096560105,3,4,1,3,6.549650742233809,7.560601162768557,4,0.6931471805599453,4,8,8,1,3,2,1968.0,2,487,3,3,3,0.0,4.59511985013459,0.0,0.0,0.0,4,2,9,2006,2,1,0.0,3.0,0,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.04355959836804
1313,1356,3,4.248495242049359,9.156728602527533,2,1,2,1,1,141000.0,3,2,3,5,5,1966,1966,2,4,2,2,4.189654742026425,3,3,1,3,3,1,3,5.831882477283517,1,0.0,6.2633982625916245,6.762729506931878,3,3,1,3,0.0,6.7945865808765,3,0.6931471805599453,3,5,8,0,0,2,1966.0,2,264,3,3,3,0.0,0.0,0.0,0.0,0.0,2,2,10,2008,2,1,0.0,1.0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11.608244735642321
1314,1357,3,4.248495242049359,9.436519311833914,2,2,2,2,1,141000.0,3,2,3,5,6,1971,2008,2,3,2,1,0.0,3,3,1,3,3,1,6,6.5998704992128365,1,0.0,5.843544417031361,6.983789965258135,3,5,1,3,0.0,6.983789965258135,3,0.6931471805599453,3,6,8,1,2,2,1971.0,3,500,3,3,3,0.0,0.0,0.0,0.0,0.0,0,2,4,2010,2,1,1.0,1.5,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,11.917730355182512
1315,1358,3,4.248495242049359,7.658227526161353,2,1,2,1,1,225500.0,3,1,4,6,5,2000,2000,2,4,2,2,5.37989735354046,4,3,3,4,3,1,6,5.937536205082426,1,0.0,5.937536205082426,6.6293632534374485,3,5,1,3,6.690842277418564,7.361375428977347,3,0.6931471805599453,4,5,8,0,0,1,2000.0,1,440,3,3,3,0.0,3.49650756146648,0.0,0.0,0.0,0,2,6,2010,2,1,0.0,2.5,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.086731521684554
1316,1359,3,4.867534450455582,9.72543686259282,2,1,2,2,1,314906.5,3,2,3,9,5,2004,2005,3,3,2,2,4.204692619390967,4,3,3,5,3,2,6,7.277938572945661,1,0.0,6.280395838960196,7.591357046698551,3,5,1,3,0.0,7.591357046698551,3,0.6931471805599453,5,8,8,1,4,2,2004.0,3,770,3,3,3,5.272999558563747,3.828641396489095,0.0,0.0,0.0,0,2,9,2006,2,1,1.0,2.0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12.660331092405903
1317,1360,3,3.951243718581428,9.194515821629214,2,1,2,1,1,139500.0,2,2,4,5,6,1921,1998,2,4,2,1,0.0,3,3,1,3,2,1,1,0.0,1,0.0,6.4183649359362125,6.4183649359362125,3,5,1,3,7.385230923066572,7.86403565907245,4,0.6931471805599453,3,8,8,0,0,3,1998.0,2,621,3,3,3,5.214935757608987,0.0,5.71042701737487,0.0,0.0,0,2,5,2008,2,1,0.0,3.5,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,12.149507585033074
1318,1361,3,4.8283137373023015,9.690232448972248,2,2,3,1,2,282000.0,3,2,3,7,5,2005,2005,3,3,2,3,2.8332133440562166,4,3,3,5,3,2,5,7.150701457592526,1,0.0,5.54907608489522,7.333676395657684,3,5,1,3,0.0,7.333676395657684,3,0.6931471805599453,4,7,8,1,4,2,2005.0,3,430,3,3,3,5.1298987149230735,3.610917912644224,0.0,0.0,0.0,0,2,6,2009,2,1,1.0,2.0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12.468440756144116
1319,1362,3,4.248495242049359,9.434603296558311,2,2,2,1,1,141000.0,2,2,2,4,4,1920,2007,2,3,2,1,0.0,3,4,1,3,2,1,1,0.0,1,0.0,6.573680166960646,6.573680166960646,3,4,1,3,6.1268691841141845,7.461065514354282,4,0.6931471805599453,3,7,8,1,4,2,1920.0,1,368,3,3,3,4.02535169073515,0.0,0.0,0.0,0.0,0,2,6,2009,2,1,0.0,2.0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11.560772327227413
1320,1363,3,4.30406509320417,9.047821442478408,2,2,2,1,1,181000.0,3,2,4,6,5,2006,2007,2,3,2,1,0.0,3,3,3,4,3,1,1,0.0,1,0.0,6.424869023905388,6.424869023905388,3,5,1,3,6.680854678790215,7.253470382684528,3,0.6931471805599453,4,6,8,1,4,3,2007.0,3,432,3,3,3,0.0,3.610917912644224,0.0,0.0,0.0,0,2,3,2007,3,2,0.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11.963574241653712
1321,1364,3,3.4339872044851463,8.064950891749142,2,1,2,1,1,225500.0,3,2,4,7,5,2005,2005,2,4,2,1,0.0,4,3,3,4,3,1,1,0.0,1,0.0,6.398594934535207,6.398594934535207,3,5,1,3,6.398594934535207,7.090909822079984,2,0.6931471805599453,4,4,8,0,0,1,2005.0,2,480,3,3,3,0.0,5.1179938124167546,0.0,0.0,0.0,0,2,4,2006,2,1,0.0,2.5,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.878630514504517
1322,1365,3,4.248495242049359,8.922791623969637,2,1,2,1,1,225500.0,3,2,4,7,5,2000,2000,2,3,2,1,0.0,4,3,3,4,3,1,6,6.280395838960196,1,0.0,5.641907070938113,6.703188113240862,3,5,1,3,6.7580945044277305,7.423568444259168,3,0.6931471805599453,4,7,8,0,0,2,2000.0,2,663,3,3,3,0.0,4.574710978503383,0.0,0.0,0.0,0,2,1,2010,2,1,1.0,2.5,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.283038316285214
1323,1366,3,4.23410650459726,9.124782483614537,2,2,2,1,1,197200.0,3,2,4,7,5,1999,1999,2,3,2,2,5.068904202220232,4,3,3,4,3,1,6,6.452048954437226,1,0.0,5.484796933490656,6.773080375655535,3,5,1,3,6.812345094177479,7.490529402060711,3,0.6931471805599453,4,7,8,0,0,2,1999.0,2,588,3,3,3,0.0,4.48863636973214,0.0,0.0,0.0,0,2,6,2008,2,1,1.0,2.5,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.170450649220747
1324,1367,2,3.737669618283368,7.888334500738653,2,1,2,1,1,88000.0,3,2,4,5,6,1977,1977,2,2,3,1,0.0,3,3,3,3,3,1,5,6.3080984415095305,3,5.159055299214528,3.610917912644224,6.630683385642373,3,5,1,3,6.311734809152916,7.297091005160418,4,0.6931471805599453,3,6,8,1,3,2,1977.0,2,336,3,3,3,4.653960350157523,3.2958368660043287,0.0,0.0,0.0,0,2,7,2006,2,1,0.0,2.0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.751950239425476
1325,1368,2,4.248495242049359,8.397508348470257,2,1,2,1,1,197200.0,3,2,3,6,5,2003,2004,2,3,2,2,5.14166355650266,4,3,3,4,3,2,6,6.530877627725885,1,0.0,5.0998664278242,6.744059186311348,3,5,1,3,0.0,6.744059186311348,1,0.6931471805599453,4,4,8,0,0,2,2003.0,3,420,3,3,3,4.948759890378168,0.0,0.0,0.0,0.0,0,2,6,2009,2,1,1.0,1.0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.87757552297847
1326,1369,3,3.8918202981106265,9.27199975236291,2,2,2,1,1,197200.0,3,2,3,8,5,2003,2003,3,3,2,2,5.147494476813453,4,3,3,4,3,2,4,5.916202062607435,6,6.880384082186005,5.755742213586912,7.41336733569524,3,5,1,3,0.0,7.419979923661836,3,0.6931471805599453,4,8,8,1,3,2,2003.0,3,502,3,3,3,0.0,5.572154032177764,0.0,0.0,0.0,0,2,5,2010,2,1,1.0,2.0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.354496960983985
1327,1370,3,4.51085950651685,8.594339400592892,2,1,2,1,1,118250.0,1,2,2,4,6,1920,1950,2,3,1,1,0.0,2,3,3,3,3,1,5,5.755742213586912,3,4.663439094112067,6.042632833682381,6.734591659972947,3,5,1,3,6.282266746896006,7.226209010100671,2,0.6931471805599453,3,6,8,0,0,1,1967.0,3,338,3,3,3,0.0,0.0,5.293304824724492,0.0,0.0,0,2,10,2009,2,1,0.0,1.0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11.561725152903831
1328,1371,3,4.394449154672439,9.169622538697624,2,1,2,1,1,141000.0,3,2,3,6,6,1955,1996,3,2,1,1,0.0,3,3,1,3,3,2,4,6.723832440821209,1,0.0,5.087596335232384,6.900730664045173,3,4,1,3,0.0,7.415776975415393,3,0.6931471805599453,4,8,8,1,3,3,1955.0,2,377,3,3,3,0.0,3.3672958299864737,0.0,0.0,5.187385805840755,3,2,10,2008,2,1,1.0,1.0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,12.016732516077072
1329,1372,3,4.330733340286331,9.18512512283512,2,1,2,1,1,197200.0,3,2,4,7,6,1998,1998,2,3,2,1,0.0,3,3,3,4,3,2,6,6.883462586413093,1,0.0,4.897839799950911,7.011213987350367,3,5,1,3,6.8977049431286375,7.648739788956242,3,0.6931471805599453,4,8,8,1,3,1,1998.0,2,583,3,3,3,5.5373342670185375,5.14166355650266,0.0,0.0,0.0,0,2,6,2006,2,1,1.0,2.5,0,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.521981322562507
1330,1373,3,4.248495242049359,9.34145634983372,2,1,2,1,1,301500.0,3,2,3,10,5,2001,2002,3,3,2,2,6.559615237493242,5,3,3,5,3,3,6,7.1569563646156364,1,0.0,7.20934025660291,7.876258882303226,3,5,1,3,0.0,7.876258882303226,2,0.6931471805599453,5,8,8,2,4,2,2001.0,2,804,3,3,3,5.752572638825632,4.948759890378168,0.0,0.0,0.0,0,2,3,2007,2,1,1.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,13.05301544288996
1331,1374,3,4.4543472962535064,9.271059107010887,2,1,2,1,1,225500.0,3,2,4,7,5,2005,2005,2,2,3,1,0.0,4,3,3,4,3,1,1,0.0,1,0.0,6.934397209928558,6.934397209928558,3,5,1,3,6.838405200847343,7.580189417944541,3,0.6931471805599453,4,9,8,1,4,2,2005.0,3,936,3,3,3,5.043425116919247,5.351858133476067,0.0,0.0,0.0,0,2,7,2008,2,1,0.0,2.5,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12.429220196836386
1332,1375,3,4.499809670330264,9.304923014462132,2,2,4,1,1,228475.0,3,2,3,8,5,2007,2007,2,3,2,2,4.394449154672439,4,3,3,4,3,3,1,0.0,1,0.0,7.360103972989153,7.360103972989153,3,5,1,3,0.0,7.360103972989153,3,0.6931471805599453,4,7,8,1,4,2,2007.0,3,722,3,3,3,4.61512051684126,3.610917912644224,0.0,0.0,0.0,0,2,12,2007,3,2,0.0,2.0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12.384223015005311
1333,1376,3,3.970291913552122,8.747193183526933,2,1,1,1,1,139500.0,3,2,3,6,5,1930,1950,2,4,2,1,0.0,3,3,1,4,3,2,3,5.9532433342877855,1,0.0,5.9532433342877855,6.6450909695056435,3,3,0,3,0.0,6.673297967767653,2,0.6931471805599453,3,4,8,0,0,1,1925.0,1,160,2,3,3,0.0,4.955827057601262,0.0,0.0,0.0,0,2,4,2008,2,1,0.0,1.0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,11.418625774449596
1334,1377,3,4.110873864173311,9.305559638557117,1,1,2,1,1,121250.0,3,2,2,5,5,1941,1960,2,4,2,1,0.0,3,3,1,3,3,1,2,6.013715156042802,4,6.042632833682381,5.056245805348309,6.892641641172088,3,5,1,3,6.431331081933478,7.380879035564116,3,0.6931471805599453,3,6,6,0,0,1,1977.0,1,660,3,3,3,0.0,4.23410650459726,0.0,0.0,0.0,0,2,7,2009,2,1,0.0,2.0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,11.669937760751916
1335,1378,2,3.0910424533583165,7.577633832602728,2,1,2,1,1,106000.0,3,1,4,6,5,1973,1973,2,4,2,2,6.013715156042802,3,3,1,3,2,1,4,5.736572297479192,1,0.0,5.1647859739235145,6.182084906716633,3,3,1,3,6.22455842927536,6.895682697747867,2,0.6931471805599453,3,5,8,0,0,1,1973.0,1,264,3,3,3,4.290459441148391,0.0,0.0,0.0,0.0,0,2,6,2006,2,1,0.0,1.5,0,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.326607934898927
1336,1379,3,4.30406509320417,9.183585634667363,2,1,2,1,1,228475.0,3,2,3,5,5,2006,2007,2,3,2,1,0.0,3,3,3,4,3,1,1,0.0,1,0.0,5.9532433342877855,5.9532433342877855,3,4,1,3,6.46302945692067,7.240649694255465,3,0.6931471805599453,4,7,8,0,0,3,2007.0,3,400,3,3,3,4.61512051684126,0.0,0.0,0.0,0.0,0,2,5,2008,2,1,0.0,2.5,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.02874460037869
1337,1380,3,3.828641396489095,9.013473543740194,1,1,2,1,1,121250.0,3,2,3,3,3,1914,1950,2,4,2,1,0.0,3,2,1,3,2,1,3,5.318119993844216,1,0.0,6.495265555937007,6.762729506931878,3,3,0,2,0.0,6.762729506931878,2,0.6931471805599453,3,5,8,0,0,1,1938.0,1,200,3,2,3,0.0,0.0,4.574710978503383,0.0,0.0,0,2,6,2010,2,1,1.0,1.0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,10.97679912709094
